CONTROL_SECTION,LOGMILE_FROM,LOGMILE_TO,LENGTH,AVG_ADT,FUNCTIONAL_CLASS,HIGHWAY_CLASS,CLASS_DESC,MED_TYPE,MED_TYPE_DESC,MEDIAN_WIDTH,MED_PRESENCE,NUM_LANES,PAVEMENT_WIDTH,AVG_LANE_WIDTH,INTERSECTION,TOT_CRASH,AVG_CRASH
007-05,2.87,8.82,5.95,14095,6,3,Rural 4 Lane Divided,5,Divided >30 ft,32,1,4,48,12,0,37,12.33
007-05,1.37,1.83,0.46,11700,16,7,Urban 4 Lane Divided,5,Divided >30 ft,32,1,4,48,12,0,1,0.33
007-05,2.51,2.87,0.36,14167,16,7,Urban 4 Lane Divided,5,Divided >30 ft,32,1,4,48,12,0,3,1.00
007-05,2.37,2.51,0.14,15000,16,7,Urban 4 Lane Divided,5,Divided >30 ft,32,1,4,48,12,0,1,0.33
007-05,1.83,2.37,0.54,10782,16,7,Urban 4 Lane Divided,5,Divided >30 ft,32,1,4,52,13,0,17,5.67
007-06,4.82,4.93,0.11,7900,6,3,Rural 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,1,0.33
007-06,1.5,4.82,3.32,7894,6,3,Rural 4 Lane Divided,5,Divided >30 ft,32,1,4,48,12,0,17,5.67
007-06,0,1.5,1.5,14464,6,3,Rural 4 Lane Divided,5,Divided >30 ft,32,1,4,48,12,0,14,4.67
007-06,4.93,5.45,0.52,8529,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,7,2.33
007-07,5.52,5.87,0.35,18434,14,7,Urban 4 Lane Divided,4,Divided <30 ft,21,1,4,48,12,0,86,28.67
007-07,5.87,6.36,0.49,18375,14,7,Urban 4 Lane Divided,4,Divided <30 ft,30,1,4,48,12,0,20,6.67
007-07,5.13,5.52,0.39,25800,14,7,Urban 4 Lane Divided,4,Divided <30 ft,30,1,4,48,12,0,74,24.67
007-07,0.62,2.18,1.56,12361,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,28,9.33
007-07,0,0.08,0.08,13550,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,2,0.67
007-07,0.08,0.62,0.54,14060,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,5,1.67
007-07,6.36,10.08,3.72,18452,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,282,94.00
007-07,4.01,5.13,1.12,18466,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,204,68.00
007-07,2.18,4.01,1.83,18493,14,7,Urban 4 Lane Divided,5,Divided >30 ft,30,1,4,48,12,0,43,14.33
007-07,10.08,10.3,0.22,22181,14,7,Urban 4 Lane Divided,5,Divided >30 ft,42,1,4,48,12,0,27,9.00
007-07,10.3,13.51,3.21,42778,14,7,Urban 4 Lane Divided,5,Divided >30 ft,42,1,4,48,12,0,429,143.00
007-08,1.52,5.17,3.65,32395,14,7,Urban 4 Lane Divided,4,Divided <30 ft,20,1,4,48,12,0,448,149.33
007-08,0,1.52,1.52,32440,14,7,Urban 4 Lane Divided,4,Divided <30 ft,20,1,4,48,12,0,156,52.00
007-08,5.17,5.45,0.28,48610,14,7,Urban 4 Lane Divided,4,Divided <30 ft,20,1,4,48,12,0,87,29.00
007-08,5.45,5.78,0.33,48647,14,7,Urban 4 Lane Divided,4,Divided <30 ft,20,1,4,48,12,0,118,39.33
007-10,1.11,0.45,0.66,23009,14,7,Urban 4 Lane Divided,5,Divided >30 ft,38,1,4,48,12,0,23,7.67
007-10,0.45,0,0.45,23178,14,7,Urban 4 Lane Divided,5,Divided >30 ft,38,1,4,48,12,0,9,3.00
007-90,10.9,10.82,0.08,28522,14,7,Urban 4 Lane Divided,4,Divided <30 ft,11,1,4,48,12,0,9,3.00
007-90,5.84,6.38,0.54,48216,14,7,Urban 4 Lane Divided,4,Divided <30 ft,15,1,4,50,12.5,0,131,43.67
